wave,match,decision_of_partner,likes_partner,liked_by_partner,wave_condition,iid_id,partner_id,met_so_far,int_corr,same_race,same_country,age_ratio,met_before,diff_pref_attractive,diff_pref_sincere,diff_pref_intelligent,diff_pref_fun,diff_pref_ambitious,diff_pref_sharedhobbies,rating_by_partner_attractive,rating_by_partner_sincere,rating_by_partner_intelligent,rating_by_partner_fun,rating_by_partner_ambitious,rating_by_partner_sharedhobbies,rated_partner_attractive,rated_partner_sincere,rated_partner_intelligent,rated_partner_fun,rated_partner_ambitious,rated_partner_sharedhobbies
12,0,0,0.5,0.5,2,306-14,320-13,12,0.2,0,0,1.181818182,0,0.04,0.05,0.01,0.06,0.13,0.09,6,7,4,4,4,,6,6,7,6,6,5
12,0,0,0.6,0.6,2,306-14,321-14,13,-0.08,0,0,1.181818182,0,0.04,0.05,0.01,0.06,0.13,0.09,4,8,7,7,5,6,6,6,8,6,6,4
12,0,1,0.9,0.6,2,307-15,308-1,0,0.4,1,1,1,0,0.07,0.01,0.02,0.02,0.09,0.03,8,9,9,8,7,7,3,6,7,5,5,4
12,0,1,0.8,0.6,2,307-15,309-2,1,0.34,0,1,1.185185185,0,0.1,0,0,0.05,0.1,0.05,10,10,10,10,,,4,7,6,7,5,5
12,0,1,0.8,0.4,2,307-15,310-3,2,-0.21,0,1,1.185185185,0,0.1,0,0,0.05,0.1,0.05,8,8,8,8,8,5,4,6,6,4,4,3
12,0,0,0.7,0.7,2,307-15,311-4,3,0.28,1,1,1.074074074,0,0.4,0,0.1,0.05,0.15,0.1,5,8,6,7,5,6,7.5,8,8,7,7,5.5
12,1,1,0.7,0.8,2,307-15,312-5,4,0.43,0,1,0.851851852,0,0.15,0.15,0.1,0,0.15,0.05,7,8,8,6,7,6,7,8,7.5,8,7,7
12,0,0,0.8,0.9,2,307-15,313-6,5,0.36,0,1,1,0,0.09,0.07,0.02,0.03,0.1,0.07,5,7,9,8,8,8,8,9,9,9,8,8
12,0,1,0.7,0.6,2,307-15,314-7,6,0.48,0,0,1.185185185,0,0.1,0.1,0.1,0.05,0.1,0.05,7,8,7,7,5,6,4,8,8,5,8,4
12,0,1,0.8,0.6,2,307-15,315-8,7,0.39,0,1,1,0,0.0333,0.0095,0.2286,0.0548,0.0571,0.0738,10,8,10,9,5,4,6.5,8,8,6,7,6.5
12,1,1,0.6,0.7,2,307-15,316-9,8,0.33,0,1,0.925925926,0,0.15,0,0.05,0.1,0.1,0.1,7,7,7,6,6,4,0,7,7,8,7,7
12,1,1,0.7,0.7,2,307-15,317-10,9,0.31,0,0,1.111111111,0,0.4,0.2,0,0.05,0.2,0.05,7,7,7,6,8,9,7,6,7,8,5,7
12,0,0,0.6,0.5,2,307-15,318-11,10,0.18,0,0,1.074074074,0,0.3,0.1,0.1,0.07,0.18,0.05,6,6,7,6,5,3,4,6,7,6,6,5
12,0,1,0.8,0.6,2,307-15,319-12,11,-0.01,0,1,0.962962963,0,0.1,0.05,0,0.05,0.15,0.05,9,9,7,7,5,6,3,8,6,7,5,5
12,0,0,0.5,0.5,2,307-15,320-13,12,0.48,0,1,0.962962963,0,0.1,0.05,0,0.05,0.15,0.05,6,8,8,4,6,,5,6,6,5,4,4
12,0,0,0.7,0.7,2,307-15,321-14,13,0.4,0,1,0.962962963,0,0.1,0.05,0,0.05,0.15,0.05,6,8,7,8,7,7,4,7,8,5,8,5
13,0,0,0.7,1,1,322-1,332-1,0,0.34,1,1,0.882352941,1,0.58,0.5,0.05,0.02,0,0.05,7,7,7,7,7,7,8,0,10,8,0,10
13,0,0,0.7,1,1,322-1,333-2,1,0.47,0,0,0.676470588,0,0.48,0.55,0,0.12,0.05,0.1,6,6,7,7,5,4,10,0,10,10,0,8
13,0,0,0.6,1,1,322-1,334-3,2,-0.17,1,0,0.852941176,0,0.38,0.5,0,0.02,0.05,0.05,6,7,6,6,6,6,8,0,10,10,0,10
13,0,0,0.3,0.8,1,322-1,335-4,3,0.18,0,0,0.705882353,0,0.18,0.5,0.05,0.12,0.1,0.05,5,4,4,2,2,,5,0,10,7,0,0
13,0,0,0.2,0.8,1,322-1,336-5,4,0.48,0,0,0.735294118,0,0.18,0.45,0.15,0.02,0.1,0,6,8,8,8,8,1,8,0,10,10,0,0
13,1,1,0.8,0.9,1,322-1,337-6,5,0.57,0,0,0.823529412,0,0.15,0.43,0.02,0.09,0.11,0.06,9,9,9,7,7,6,8,0,10,10,0,8
13,0,0,0.5,0.8,1,322-1,338-7,6,0.42,0,0,0.794117647,0,0.08,0.4,0.1,0.12,0.15,0.05,6,6,6,5,6,5,5,0,10,8,0,0
13,1,1,0.8,1,1,322-1,339-8,7,,0,0,,0,0.02,0.6,0.15,0.08,0.05,0.1,8,7,7,8,9,7,10,0,10,10,8,10
13,0,0,0.5,0.8,1,322-1,340-9,8,,0,0,,0,0.02,0.6,0.15,0.08,0.05,0.1,5,7,8,5,6,5,8,0,10,8,0,10
13,1,1,0.8,0.6,1,323-2,332-1,0,0.33,1,0,1.2,0,0.5,0.1,0.1,0.1,0.05,0.15,8,10,9,7,8,8,6,7,8,8,6,6
13,1,1,0.8,0.7,1,323-2,333-2,1,-0.33,0,0,0.92,0,0.4,0.15,0.05,0,0,0.2,8,8,7,7,7,7,8,7,8,7,6,6
13,0,0,0.7,0.7,1,323-2,334-3,2,-0.37,1,0,1.16,0,0.3,0.1,0.05,0.1,0,0.05,8,7,7,6,6,7,8,7,8,7,7,6
13,0,1,0.8,0,1,323-2,335-4,3,-0.06,0,0,0.96,0,0.1,0.1,0,0,0.05,0.05,8,8,8,6,8,5,0,0,0,0,0,0
13,0,0,0.3,0.6,1,323-2,336-5,4,0.49,0,0,1,0,0.1,0.05,0.1,0.1,0.05,0.1,6,5,4,3,4,2,6,7,7,6,6,6
13,0,1,0.8,0.6,1,323-2,337-6,5,-0.07,0,0,1.12,0,0.07,0.03,0.03,0.03,0.06,0.04,10,10,9,7,7,8,6,8,7,7,6,8
13,0,0,0.6,0.6,1,323-2,338-7,6,0.51,0,0,1.08,0,0,0,0.05,0,0.1,0.15,6,6,7,6,6,5,6,7,7,6,6,6
13,1,1,0.8,0.7,1,323-2,339-8,7,,0,0,,0,0.1,0.2,0.2,0.2,0.1,0.2,9,9,8,6,8,5,7,6,7,8,6,7
13,0,0,0.5,0,1,323-2,340-9,8,,0,0,,0,0.1,0.2,0.2,0.2,0.1,0.2,7,8,7,4,5,4,0,0,0,0,0,0
13,1,1,1,0.3,1,324-3,332-1,0,0.04,0,0,1.304347826,0,0.2,0,0.05,0.1,0.05,0,10,10,9,10,10,10,1,10,10,6,5,1
13,0,0,0.8,0.7,1,324-3,333-2,1,-0.25,1,1,1,0,0.1,0.05,0,0,0,0.05,7,8,7,7,6,6,3,6,7,7,6,3
13,0,0,0.6,0.7,1,324-3,334-3,2,-0.26,0,0,1.260869565,0,0,0,0,0.1,0,0.1,6,8,6,6,6,6,2,6,8,9,5,2
13,1,1,0.7,0.1,1,324-3,335-4,3,-0.12,1,1,1.043478261,0,0.2,0,0.05,0,0.05,0.1,6,7,7,7,,7,1,7,10,6,10,1
13,1,1,0.7,0.2,1,324-3,336-5,4,0.33,0,1,1.086956522,0,0.2,0.05,0.15,0.1,0.05,0.05,7,7,6,8,6,8,3,7,8,9,6,2
13,0,0,0.5,0.3,1,324-3,337-6,5,0.15,1,1,1.217391304,0,0.23,0.07,0.02,0.03,0.06,0.11,6,6,7,7,6,5,1,7,9,7,6,1
13,0,0,0.4,0.2,1,324-3,338-7,6,0.2,0,0,1.173913043,0,0.3,0.1,0.1,0,0.1,0,5,6,6,5,6,5,1,7,9,2,5,2
13,0,0,0.9,0.7,1,324-3,339-8,7,,0,1,,0,0.4,0.1,0.15,0.2,0.1,0.05,8,6,7,9,7,7,3,7,9,6,7,9
13,1,1,0.8,0.9,1,324-3,340-9,8,,0,1,,0,0.4,0.1,0.15,0.2,0.1,0.05,9,8,8,10,7,9,8,9,9,9,9,9
13,0,0,0.7,0.5,1,325-4,332-1,0,0.37,0,0,1,0,0.5,0.1,0.1,0,0.05,0.25,5,10,9,10,8,8,5,7,8,7,7,5
13,0,0,0.8,0.7,1,325-4,333-2,1,-0.05,0,1,0.766666667,0,0.4,0.15,0.05,0.1,0,0.3,5,8,7,7,6,6,7,7,7,7,5,5
13,0,0,0.8,0.6,1,325-4,334-3,2,-0.18,0,0,0.966666667,0,0.3,0.1,0.05,0,0,0.15,7,8,8,8,7,7,7,6,7,8,6,5
13,0,0,0.5,0.8,1,325-4,335-4,3,0.13,0,1,0.8,0,0.1,0.1,0,0.1,0.05,0.15,4,8,5,7,7,,8,7,8,5,7,5
13,0,0,0.4,0.5,1,325-4,336-5,4,0.63,1,1,0.833333333,0,0.1,0.05,0.1,0,0.05,0.2,6,8,8,7,5,6,6,7,6,8,5,5
13,1,1,0.9,0.5,1,325-4,337-6,5,0.37,0,1,0.933333333,0,0.07,0.03,0.03,0.07,0.06,0.14,10,9,9,10,8,9,6,8,8,7,7,7
13,1,1,0.6,0.4,1,325-4,338-7,6,0.63,0,0,0.9,0,0,0,0.05,0.1,0.1,0.25,5,6,7,7,6,7,5,5,7,5,7,5
13,1,1,0.8,0.7,1,325-4,339-8,7,,0,1,,0,0.1,0.2,0.2,0.1,0.1,0.3,8,8,7,9,6,6,7,7,7,8,7,5
13,0,0,0.7,0.5,1,325-4,340-9,8,,0,1,,0,0.1,0.2,0.2,0.1,0.1,0.3,6,5,6,8,10,5,7,5,6,4,5,5
13,0,0,0.6,0.8,1,326-5,332-1,0,0.48,0,0,0.833333333,0,0.45,0.05,0.05,0.1,0.15,0.1,6,10,9,8,8,8,7,10,8,10,0,9
13,0,0,0.5,0.9,1,326-5,333-2,1,-0.52,0,1,0.638888889,0,0.35,0.1,0,0,0.1,0.15,4,7,5,5,6,3,9,10,9,10,0,7
13,0,0,0.6,0.8,1,326-5,334-3,2,-0.11,0,0,0.805555556,0,0.25,0.05,0,0.1,0.1,0,6,8,8,8,6,7,8,10,9,10,7,6
13,0,0,0.4,0.7,1,326-5,335-4,3,0.18,0,1,0.666666667,0,0.05,0.05,0.05,0,0.05,0,4,7,6,6,6,3,7,10,10,6,10,6
13,0,0,0.2,0.9,1,326-5,336-5,4,0.6,0,1,0.694444444,0,0.05,0,0.15,0.1,0.05,0.05,4,8,7,8,7,6,7,10,9,9,0,9
13,1,1,0.6,0.8,1,326-5,337-6,5,-0.09,0,1,0.777777778,0,0.02,0.02,0.02,0.03,0.04,0.01,7,10,9,7,7,7,8,10,9,10,9,7
13,1,1,0.7,0.7,1,326-5,338-7,6,0.48,0,0,0.75,0,0.05,0.05,0.1,0,0,0.1,5,8,8,8,8,8,7,10,9,8,0,6
13,0,0,0.4,0.8,1,326-5,339-8,7,,0,1,,0,0.15,0.15,0.15,0.2,0.2,0.15,4,8,6,5,6,3,9,10,8,10,9,5
13,0,0,0.5,0.8,1,326-5,340-9,8,,0,1,,0,0.15,0.15,0.15,0.2,0.2,0.15,4,8,6,5,5,7,8,10,9,8,8,5
13,0,1,0.9,0.8,1,327-6,332-1,0,0.54,0,0,1.034482759,0,0.45,0,0.1,0.1,0.15,0.1,9,10,10,10,9,9,5,10,8,8,8,2
13,0,1,0.8,1,1,327-6,333-2,1,0.02,1,1,0.793103448,0,0.35,0.05,0.05,0,0.1,0.15,7,8,7,8,7,8,8,8,8,10,0,10
13,0,1,0.8,0.8,1,327-6,334-3,2,-0.1,0,0,1,0,0.25,0,0.05,0.1,0.1,0,9,7,7,8,8,6,8,8,8,8,8,8
13,0,1,0.6,0.6,1,327-6,335-4,3,0.19,1,1,0.827586207,0,0.05,0,0,0,0.05,0,7,6,7,6,5,7,8,10,8,8,8,8
13,0,1,0.8,1,1,327-6,336-5,4,0.65,0,1,0.862068966,0,0.05,0.05,0.1,0.1,0.05,0.05,8,5,7,7,6,5,8,8,8,10,8,5
13,0,1,1,0.8,1,327-6,337-6,5,0.24,1,1,0.965517241,0,0.02,0.07,0.03,0.03,0.04,0.01,10,10,10,9,9,8,8,10,8,8,8,8
13,0,1,0.6,0.8,1,327-6,338-7,6,0.75,0,0,0.931034483,0,0.05,0.1,0.05,0,0,0.1,8,8,8,7,8,7,8,8,8,8,8,3
13,0,0,0.9,0.7,1,327-6,339-8,7,,0,1,,0,0.15,0.1,0.2,0.2,0.2,0.15,9,9,9,9,8,10,8,8,8,8,8,8
13,0,1,0.6,0.5,1,327-6,340-9,8,,0,1,,0,0.15,0.1,0.2,0.2,0.2,0.15,8,5,6,9,7,4,8,3,7,6,7,3
13,0,1,1,0.8,1,328-7,332-1,0,0.7,0,0,1,0,0.38,0.02,0.2,0.15,0.05,0.04,10,10,9,10,9,9,6,8,8,10,8,6
13,0,0,0.7,0.9,1,328-7,333-2,1,0.21,1,1,0.766666667,0,0.28,0.07,0.15,0.05,0,0.01,6,8,7,6,6,7,8,8,8,8,6,8
13,0,1,0.8,0.8,1,328-7,334-3,2,0.08,0,0,0.966666667,0,0.18,0.02,0.15,0.15,0,0.14,8,8,8,7,6,8,8,6,8,8,8,5
13,0,0,0.6,0.6,1,328-7,335-4,3,0.59,1,1,0.8,0,0.02,0.02,0.1,0.05,0.05,0.14,5,8,6,6,6,6,8,7,8,8,8,8
13,0,0,0.2,1,1,328-7,336-5,4,0.72,0,1,0.833333333,0,0.02,0.03,0,0.15,0.05,0.09,5,7,7,4,9,2,6,8,8,8,7,8
13,0,1,0.6,1,1,328-7,337-6,5,0.38,1,1,0.933333333,0,0.05,0.05,0.13,0.08,0.06,0.15,9,6,8,7,7,6,7,9,8,8,7,6
13,0,1,0.7,0.5,1,328-7,338-7,6,0.65,0,0,0.9,0,0.12,0.08,0.05,0.05,0.1,0.04,8,8,8,8,7,7,5,7,7,5,10,5
13,1,1,0.8,0.7,1,328-7,339-8,7,,0,1,,0,0.22,0.12,0.3,0.25,0.1,0.01,7,9,8,8,6,7,9,8,8,8,8,4
13,0,0,0.5,0.7,1,328-7,340-9,8,,0,1,,0,0.22,0.12,0.3,0.25,0.1,0.01,8,6,7,7,6,4,6,6,7,7,7,7
13,0,0,0.4,0.6,1,329-8,332-1,0,0.74,0,0,1.034482759,0,0.45,0.12,0.12,0.06,0.1,0.05,4,6,8,5,5,5,6,7,7,5,6,0
13,0,0,0.5,0.7,1,329-8,333-2,1,-0.08,1,1,0.793103448,0,0.35,0.17,0.07,0.04,0.05,0.1,4,6,6,5,6,3,7,6,8,7,8,0
13,0,0,0.6,0.7,1,329-8,334-3,2,0.12,0,0,1,0,0.25,0.12,0.07,0.06,0.05,0.05,6,7,7,5,5,5,8,6,8,7,8,0
13,0,0,0.6,0.7,1,329-8,335-4,3,0.49,1,1,0.827586207,0,0.05,0.12,0.02,0.04,0,0.05,5,7,5,5,,5,6,7,8,6,8,6
13,0,0,0.1,0.8,1,329-8,336-5,4,0.73,0,1,0.862068966,0,0.05,0.07,0.08,0.06,0,0,2,2,5,1,7,1,7,7,9,6,7,6
13,0,1,0.6,0.7,1,329-8,337-6,5,0.41,1,1,0.965517241,0,0.02,0.05,0.05,0.01,0.01,0.06,7,9,8,6,6,6,6,8,8,6,7,3
13,0,1,0.7,0.4,1,329-8,338-7,6,0.72,0,0,0.931034483,0,0.05,0.02,0.03,0.04,0.05,0.05,6,8,7,6,7,6,3,7,8,6,8,2
13,0,1,0.7,0.5,1,329-8,339-8,7,,0,1,,0,0.15,0.22,0.22,0.16,0.15,0.1,6,9,8,6,6,9,5,6,7,6,7,0
13,0,0,0.5,0.5,1,329-8,340-9,8,,0,1,,0,0.15,0.22,0.22,0.16,0.15,0.1,5,8,7,4,5,4,8,3,7,6,0,2
13,0,0,0.5,0.4,1,330-9,332-1,0,0.11,1,0,1.034482759,0,0.45,0.12,0.12,0.06,0.1,0.05,7,7,8,6,6,6,3,9,8,4,6,2
13,1,1,0.9,0.85,1,330-9,333-2,1,0.08,0,1,0.793103448,0,0.35,0.17,0.07,0.04,0.05,0.1,9,8,7,9,6,7,8,9,9,8,9,7
13,0,1,0.8,0.6,1,330-9,334-3,2,0.31,1,0,1,0,0.25,0.12,0.07,0.06,0.05,0.05,8,8,8,7,8,7,6,8,6,7,6,6
13,0,1,0.7,0.6,1,330-9,335-4,3,0.31,0,1,0.827586207,0,0.05,0.12,0.02,0.04,0,0.05,8,8,8,8,6,8,6,7,9,6,8,6
13,0,0,0.4,0.5,1,330-9,336-5,4,0.07,0,1,0.862068966,0,0.05,0.07,0.08,0.06,0,0,6,3,7,6,9,1,4,9,8,4,7,4
13,0,1,0.6,0.4,1,330-9,337-6,5,0.41,0,1,0.965517241,0,0.02,0.05,0.05,0.01,0.01,0.06,10,7,8,8,8,6,4,8,8,4,6,2
13,0,1,0.7,0.5,1,330-9,338-7,6,-0.35,0,0,0.931034483,0,0.05,0.02,0.03,0.04,0.05,0.05,7,7,8,7,9,6,4,9,8,6,8,2
13,0,0,0.6,0.6,1,330-9,339-8,7,,0,1,,0,0.15,0.22,0.22,0.16,0.15,0.1,6,9,9,8,8,7,5,7,6,6,7,5
13,0,0,0.6,0.7,1,330-9,340-9,8,,0,1,,0,0.15,0.22,0.22,0.16,0.15,0.1,7,8,8,8,6,7,9,8,8,7,8,6
13,0,0,0.5,0.5,1,331-10,332-1,0,0.31,0,0,0.882352941,0,0.45,0.05,0,0.15,0.05,0.2,4,8,8,6,6,5,4,8,8,5,6,3
13,0,0,0.4,0.7,1,331-10,333-2,1,0.13,1,1,0.676470588,0,0.35,0.1,0.05,0.05,0,0.25,3,4,3,2,6,5,10,8,5,7,5,4
13,0,0,0.5,0.6,1,331-10,334-3,2,-0.51,0,0,0.852941176,0,0.25,0.05,0.05,0.15,0,0.1,5,8,7,7,5,7,10,8,7,6,6,7
13,0,0,0.3,0.6,1,331-10,335-4,3,0.09,1,1,0.705882353,0,0.05,0.05,0.1,0.05,0.05,0.1,3,6,4,3,3,,7,7,7,5,6,5
13,0,0,0.2,0.4,1,331-10,336-5,4,0.74,0,1,0.735294118,0,0.05,0,0.2,0.15,0.05,0.15,2,7,7,5,8,2,6,7,7,4,6,2
13,0,0,0.6,0.5,1,331-10,337-6,5,0.24,1,1,0.823529412,0,0.02,0.02,0.07,0.08,0.06,0.09,8,9,7,6,6,6,5,7,7,5,4,5
13,0,1,0.6,0.3,1,331-10,338-7,6,0.43,0,0,0.794117647,0,0.05,0.05,0.15,0.05,0.1,0.2,6,5,7,5,7,6,4,8,7,4,7,3
13,0,0,0.4,0.8,1,331-10,339-8,7,,0,1,,0,0.15,0.15,0.1,0.25,0.1,0.25,4,6,5,3,4,4,7,7,7,8,6,5
13,0,0,0.5,0.7,1,331-10,340-9,8,,0,1,,0,0.15,0.15,0.1,0.25,0.1,0.25,5,8,6,5,6,4,8,7,7,7,6,5
14,0,0,0.7,0.5,2,341-1,361-1,0,0.71,0,1,,0,0.3,0.2,0.3,0.05,0.05,0.1,7,8,9,7,7,1,4,3,6,3,6,1
14,0,1,0.8,0.5,2,341-1,362-2,1,0.49,0,0,,0,0.2051,0.1453,0.2479,0.1709,0.0598,0.1709,8,8,8,8,8,8,6,4,6,8,8,8
14,0,1,0.7,0.6,2,341-1,363-3,2,0.21,1,1,,0,0.25,0.2,0.2,0.2,0.05,0.1,6,7,7,6,5,5,4,10,8,8,8,4
14,0,1,0.8,0.6,2,341-1,364-4,3,-0.21,0,1,,0,0.25,0.25,0.25,0.15,0.1,0,8,9,8,9,8,8,6,10,8,8,8,4
14,0,1,0.8,0.6,2,341-1,365-5,4,0.45,0,0,,0,0.3158,0.1053,0.1579,0.2105,0.1053,0.1053,6,7,7,8,6,8,7,7,8,7,10,6
14,1,1,0.9,0.8,2,341-1,366-6,5,0.55,0,0,,0,0.14,0.18,0.17,0.16,0.15,0.2,9,8,8,8,7,9,8,8,10,8,10,10
14,0,0,0.7,0.8,2,341-1,367-7,6,-0.16,0,1,,0,0.3,0.15,0.2,0.25,0.05,0.05,6,8,7,7,6,7,6,10,10,9,8,7
14,1,1,0.7,0.6,2,341-1,368-8,7,0.56,0,0,,0,0.2,0.1,0.25,0.2,0.1,0.15,8,7,8,8,7,8,2,8,8,8,7,6
14,0,0,0,0,2,341-1,369-9,8,0.57,0,1,,0,0.17,0.18,0.28,0.27,0.05,0.05,,,,,,,0,0,0,0,0,0
14,0,0,0.5,0.8,2,341-1,370-10,9,-0.14,0,1,,0,0.5,0.1,0.1,0.1,0.1,0.1,6,9,7,7,5,3,8,8,8,8,8,5
14,1,1,0.8,0.5,2,341-1,371-11,10,-0.23,0,1,,0,0.4,0,0.1,0.5,0,0,8,7,7,7,4,5,6,5,6,5,6,5
14,0,0,0,0,2,341-1,372-12,11,0,0,1,,0,0.3,0.15,0.15,0.2,0.05,0.15,,,,,,,0,0,0,0,0,0
14,0,0,0.8,0.6,2,341-1,373-13,12,-0.13,0,0,,0,0.75,0.05,0.05,0.1,0,0.05,8,7,9,8,8,8,8,8,8,8,8,8
14,0,0,0.6,0.8,2,341-1,374-14,13,-0.15,1,0,,0,0.5,0.1,0.1,0.1,0.05,0.15,7,6,6,5,5,5,6,10,9,8,8,6
14,0,0,0.5,0.7,2,341-1,375-15,14,-0.13,0,0,,0,0.3,0.2,0.15,0.15,0.08,0.12,4,7,7,7,5,3,10,9,9,8,7,6
14,0,0,0.7,0.5,2,341-1,376-16,15,0.5,1,1,,0,0.3,0.1,0.15,0.2,0.15,0.1,8,9,7,7,7,7,8,8,10,7,10,6
14,0,0,0.5,0.4,2,341-1,377-17,16,-0.23,1,1,,0,0.25,0.2,0.1,0.2,0.15,0.1,8,8,8,8,7,6,6,6,6,6,6,6
14,0,0,0.6,0.6,2,341-1,378-18,17,-0.2,0,1,,0,0.25,0.15,0.2,0.2,0.1,0.1,6,7,6,5,10,4,8,8,8,8,8,8
14,0,0,0,0.4,2,342-2,361-1,0,0.47,0,1,1.03030303,0,0.1,0.05,0.05,0,0.1,0.1,,,,,,,4,6,10,4,10,0
14,0,0,0.7,0.5,2,342-2,362-2,1,0.31,0,0,0.909090909,0,0.1949,0.0047,0.0021,0.1209,0.0902,0.1709,6,7,7,7,7,7,5,4,4,6,4,0
14,0,1,0.7,0.4,2,342-2,363-3,2,0.15,0,1,0.696969697,0,0.15,0.05,0.05,0.15,0.1,0.1,6,8,8,7,8,6,4,5,6,4,6,0
14,0,0,0.6,0.5,2,342-2,364-4,3,0,1,1,0.818181818,0,0.15,0.1,0,0.1,0.05,0,6,7,7,9,8,7,5,6,7,6,7,0
14,0,0,0.5,0.5,2,342-2,365-5,4,0.03,0,0,0.909090909,0,0.0842,0.0447,0.0921,0.1605,0.0447,0.1053,5,5,6,7,6,4,5,6,5,6,5,0
14,0,0,0.7,0.6,2,342-2,366-6,5,0.06,0,0,0.818181818,0,0.26,0.03,0.08,0.11,0,0.2,7,6,6,6,6,6,6,5,6,4,4,0
14,1,1,0.8,0.8,2,342-2,367-7,6,0.01,0,1,0.818181818,0,0.1,0,0.05,0.2,0.1,0.05,7,6,6,9,8,7,8,9,8,9,7,0
14,0,0,0.6,0.8,2,342-2,368-8,7,0.53,0,0,0.727272727,0,0.2,0.05,0,0.15,0.05,0.15,7,8,8,8,7,6,6,6,6,6,6,0
14,0,1,0.8,0.6,2,342-2,369-9,8,0.05,0,1,0.757575758,0,0.23,0.03,0.03,0.22,0.1,0.05,10,8,7,5,5,6,4,4,5,6,0,0
14,0,0,0.3,0.8,2,342-2,370-10,9,-0.07,0,1,0.848484848,0,0.1,0.05,0.15,0.05,0.05,0.1,5,5,6,4,3,3,8,8,9,8,7,8
14,0,0,0.6,0.7,2,342-2,371-11,10,-0.52,0,1,0.818181818,0,0,0.15,0.15,0.45,0.15,0,6,10,9,5,5,5,7,7,0,7,8,0
14,0,0,0.7,0.6,2,342-2,372-12,11,-0.03,0,1,0.818181818,0,0.1,0,0.1,0.15,0.1,0.15,7,7,7,6,5,,6,5,7,6,6,0
14,0,0,0,0,2,342-2,373-13,12,0.09,1,0,0.878787879,0,0.35,0.1,0.2,0.05,0.15,0.05,,,,,,,0,0,0,0,0,0
14,0,0,0.6,0.3,2,342-2,374-14,13,-0.07,0,0,0.909090909,0,0.1,0.05,0.15,0.05,0.1,0.15,5,5,6,4,5,5,3,5,5,3,0,0
14,0,0,0.4,0.7,2,342-2,375-15,14,0.38,0,0,0.818181818,0,0.1,0.05,0.1,0.1,0.07,0.12,3,6,6,5,5,3,10,7,6,5,7,0
14,0,0,0.8,0.7,2,342-2,376-16,15,0.41,0,1,0.757575758,0,0.1,0.05,0.1,0.15,0,0.1,6,9,8,7,9,8,7,8,10,7,10,0
14,0,0,0.3,0.5,2,342-2,377-17,16,-0.01,0,1,0.787878788,0,0.15,0.05,0.15,0.15,0,0.1,5,5,5,5,8,4,5,6,6,4,5,0
14,0,0,0.5,0.7,2,342-2,378-18,17,0.04,0,1,0.878787879,0,0.15,0,0.05,0.15,0.05,0.1,4,6,6,5,8,3,7,7,7,5,0,0
14,1,1,1,0.5,2,343-3,361-1,0,0.54,1,1,1.0625,0,0.25,0.05,0.1,0.05,0.1,0.15,10,10,10,8,9,8,3,5,5,5,5,5
14,1,1,0.7,0.5,2,343-3,362-2,1,0.62,1,0,0.9375,0,0.1551,0.1047,0.0479,0.0709,0.0902,0.0791,7,7,7,7,7,7,5,5,7,7,7,5
14,0,0,0.5,0.6,2,343-3,363-3,2,0.06,0,1,0.71875,0,0.2,0.05,0,0.1,0.1,0.15,4,7,7,6,8,4,7,7,7,6,6,5
14,0,0,0.4,0.7,2,343-3,364-4,3,-0.04,0,1,0.84375,0,0.2,0,0.05,0.05,0.05,0.25,3,9,8,6,8,6,5,8,7,6,7,5
14,0,1,0.8,0.7,2,343-3,365-5,4,0.68,1,0,0.9375,0,0.2658,0.1447,0.0421,0.1105,0.0447,0.1447,6,9,9,8,9,7,6,6,8,6,0,0
14,0,0,0.6,0.7,2,343-3,366-6,5,0.62,1,0,0.84375,0,0.09,0.07,0.03,0.06,0,0.05,6,7,6,7,5,6,9,8,8,7,0,5
14,0,0,0.4,0.7,2,343-3,367-7,6,-0.15,1,1,0.84375,0,0.25,0.1,0,0.15,0.1,0.2,3,6,6,4,6,9,8,8,8,8,9,9
14,0,0,0.5,0.6,2,343-3,368-8,7,0.16,0,0,0.75,0,0.15,0.15,0.05,0.1,0.05,0.1,5,7,8,6,6,5,5,6,8,6,0,0
14,0,0,0.5,0.5,2,343-3,369-9,8,0.49,1,1,0.78125,0,0.12,0.07,0.08,0.17,0.1,0.2,8,7,10,8,7,4,5,6,5,7,0,0
14,0,0,0.3,0.7,2,343-3,370-10,9,0.06,1,1,0.875,0,0.45,0.15,0.1,0,0.05,0.15,3,6,7,2,6,1,7,7,7,7,8,6
14,0,0,0.6,0.5,2,343-3,371-11,10,-0.07,1,1,0.84375,0,0.35,0.25,0.1,0.4,0.15,0.25,2,10,7,3,7,8,6,6,6,0,0,7
14,0,0,0.5,0.6,2,343-3,372-12,11,0.28,1,1,0.84375,0,0.25,0.1,0.05,0.1,0.1,0.1,5,9,9,5,6,,8,7,7,6,6,6
14,0,0,0.7,0.7,2,343-3,373-13,12,0.03,0,0,0.90625,0,0.7,0.2,0.15,0,0.15,0.2,7,9,10,8,9,6,9,8,7,6,9,0
14,0,0,0.4,0.7,2,343-3,374-14,13,0.18,0,0,0.9375,0,0.45,0.15,0.1,0,0.1,0.1,5,5,6,4,5,5,7,8,8,5,0,0
14,0,0,0,0,2,343-3,375-15,14,-0.07,1,0,0.84375,0,0.25,0.05,0.05,0.05,0.07,0.13,,,,,,,0,0,0,0,0,0
14,0,0,0.4,0.8,2,343-3,376-16,15,0.48,0,1,0.78125,0,0.25,0.15,0.05,0.1,0,0.15,5,9,7,5,9,4,8,8,8,6,8,5
